school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,average,sum,percentage
GP,M,16,2,GT3,2,3,2,services,services,course,mother,2,1,1,1,2,1,yes,no,no,1,no,4,5,2,1,1,2,16,12,11,12,11.66667,35,58.33
GP,M,16,2,GT3,2,2,2,other,other,course,father,1,2,0,1,1,1,no,yes,no,2,no,4,3,5,2,4,4,4,10,10,10,10,30,50
GP,F,16,2,GT3,2,4,2,health,services,home,father,1,2,0,1,1,2,no,yes,yes,2,yes,4,2,3,1,1,3,0,14,15,16,15,45,75
GP,F,16,2,GT3,2,2,2,other,other,home,mother,1,2,0,1,2,2,no,no,yes,2,no,5,1,5,1,1,4,0,6,7,0,4.333333,13,21.67
GP,F,16,2,GT3,2,4,4,health,health,reputation,mother,1,2,0,1,2,2,no,yes,yes,2,yes,4,4,2,1,1,3,0,14,14,14,14,42,70
GP,M,16,2,GT3,2,3,4,other,other,course,father,3,1,2,1,2,1,yes,no,yes,2,no,3,4,5,2,4,2,0,6,5,0,3.666667,11,18.33
GP,M,16,2,GT3,2,1,0,other,other,reputation,mother,2,2,0,1,2,2,yes,yes,yes,2,yes,4,3,2,1,1,3,2,13,15,16,14.66667,44,73.33
GP,M,17,2,LE3,2,4,4,teacher,other,reputation,mother,1,2,0,1,2,2,yes,yes,yes,2,no,4,4,4,1,3,5,0,13,11,10,11.33333,34,56.67
GP,F,16,2,GT3,2,1,3,at_home,services,home,mother,1,2,3,1,1,1,yes,no,yes,2,yes,4,3,5,1,1,3,0,8,7,0,5,15,25
GP,F,16,2,LE3,2,3,3,other,other,reputation,mother,2,2,0,1,2,2,yes,yes,yes,2,no,4,4,5,1,1,4,4,10,11,9,10,30,50
GP,M,17,2,LE3,2,4,3,teacher,other,course,mother,2,2,0,1,1,2,yes,yes,yes,2,no,4,4,4,4,4,4,4,10,9,9,9.333333,28,46.67
GP,F,16,2,GT3,2,2,2,services,other,reputation,mother,2,2,0,1,1,2,yes,no,yes,2,no,3,4,4,1,4,5,2,13,13,11,12.33333,37,61.67
GP,M,17,2,GT3,2,3,3,other,other,reputation,father,1,2,0,1,1,1,yes,no,yes,2,no,4,3,4,1,4,4,4,6,5,6,5.666667,17,28.33
GP,M,16,1,GT3,2,4,2,teacher,services,other,mother,1,1,0,1,2,1,yes,yes,yes,2,yes,4,3,3,3,4,3,10,10,8,9,9,27,45
GP,M,17,2,GT3,2,4,3,other,other,course,mother,1,2,0,1,2,1,yes,yes,yes,2,yes,5,2,3,1,1,2,4,10,10,11,10.33333,31,51.67
GP,M,16,2,GT3,2,4,3,teacher,other,home,mother,1,2,0,1,2,2,yes,yes,yes,2,no,3,4,3,2,3,3,10,9,8,8,8.333333,25,41.67
GP,M,16,2,GT3,2,3,3,services,other,home,mother,1,2,0,1,1,2,yes,yes,yes,2,yes,4,2,3,1,2,3,2,12,13,12,12.33333,37,61.67
GP,F,17,2,GT3,2,2,4,services,services,reputation,father,1,2,0,1,2,1,yes,yes,yes,1,no,5,4,2,2,3,5,0,16,17,17,16.66667,50,83.33
GP,F,17,2,LE3,2,3,3,other,other,reputation,mother,1,2,0,1,2,1,yes,yes,yes,2,yes,5,3,3,2,3,1,56,9,9,8,8.666667,26,43.33
GP,F,16,2,GT3,2,3,2,other,other,reputation,mother,1,2,0,1,2,2,no,yes,yes,2,no,1,2,2,1,2,1,14,12,13,12,12.33333,37,61.67
GP,M,17,2,GT3,2,3,3,services,services,other,mother,1,2,0,1,2,1,yes,yes,yes,2,yes,4,3,4,2,3,4,12,12,12,11,11.66667,35,58.33
GP,M,16,2,GT3,2,1,2,services,services,other,mother,1,1,0,1,2,2,yes,yes,yes,2,yes,3,3,3,1,2,3,2,11,12,11,11.33333,34,56.67
GP,M,16,2,LE3,2,2,1,other,other,course,mother,1,2,0,1,1,2,yes,yes,yes,2,yes,4,2,3,1,2,5,0,15,15,15,15,45,75
GP,F,17,2,GT3,1,3,3,health,other,reputation,mother,1,2,0,1,2,1,no,no,yes,2,yes,3,3,3,1,3,3,6,8,7,9,8,24,40
GP,M,17,1,GT3,2,1,2,at_home,other,home,mother,1,2,0,1,1,1,no,yes,yes,1,no,3,1,3,1,5,3,4,8,9,10,9,27,45
GP,F,16,2,GT3,2,2,3,services,services,course,mother,1,2,0,1,1,1,no,yes,yes,2,no,4,3,3,1,1,2,10,11,12,13,12,36,60
GP,F,17,2,GT3,2,1,1,at_home,services,course,mother,1,2,0,1,1,1,yes,yes,yes,2,no,5,3,3,1,1,3,0,8,8,9,8.333333,25,41.67
GP,M,17,2,GT3,2,1,2,at_home,services,other,other,2,2,0,1,1,2,yes,no,yes,2,no,4,4,4,4,5,5,12,7,8,8,7.666667,23,38.33
GP,M,16,1,GT3,2,3,3,services,services,reputation,mother,1,1,0,1,2,1,yes,yes,yes,2,no,4,3,2,3,4,5,8,8,9,10,9,27,45
GP,M,16,2,GT3,2,2,3,other,other,home,father,2,1,0,1,1,1,no,yes,yes,2,no,5,3,3,1,1,3,0,13,14,14,13.66667,41,68.33
GP,F,17,2,LE3,2,2,4,services,services,course,father,1,2,0,1,1,1,yes,yes,yes,2,yes,4,3,2,1,1,5,0,14,15,15,14.66667,44,73.33
GP,M,17,2,GT3,2,4,4,services,teacher,home,mother,1,1,0,1,1,1,no,yes,yes,2,no,5,2,3,1,2,5,4,17,15,16,16,48,80
GP,M,16,1,LE3,2,3,3,teacher,other,home,father,3,1,0,1,2,2,yes,yes,yes,2,no,3,3,4,3,5,3,8,9,9,10,9.333333,28,46.67
GP,F,17,2,GT3,2,4,4,services,teacher,home,mother,2,1,1,1,2,1,no,yes,yes,2,no,4,2,4,2,3,2,24,18,18,18,18,54,90
GP,F,16,2,LE3,2,4,4,teacher,teacher,reputation,mother,1,2,0,1,2,2,no,yes,yes,2,no,4,5,2,1,2,3,0,9,9,10,9.333333,28,46.67
GP,F,16,2,GT3,2,4,3,health,other,home,mother,1,2,0,1,2,1,yes,yes,yes,2,no,4,3,5,1,5,2,2,16,16,16,16,48,80
GP,F,16,2,GT3,2,2,3,other,other,reputation,mother,1,2,0,2,2,2,yes,yes,yes,1,no,4,4,3,1,3,4,6,8,10,10,9.333333,28,46.67
GP,F,17,2,GT3,2,1,1,other,other,course,mother,1,2,0,1,2,2,no,no,yes,1,no,4,4,4,1,3,1,4,9,9,10,9.333333,28,46.67
GP,F,17,1,GT3,2,2,2,other,other,reputation,mother,1,1,0,1,2,1,no,yes,yes,2,no,5,3,2,1,2,3,18,7,6,6,6.333333,19,31.67
GP,F,16,1,GT3,2,2,2,services,services,reputation,mother,2,4,0,1,2,2,yes,no,yes,2,no,5,3,5,1,1,5,6,10,10,11,10.33333,31,51.67
GP,F,17,2,GT3,2,3,4,at_home,services,home,mother,1,3,1,1,2,2,no,yes,yes,2,yes,4,4,3,3,4,5,28,10,9,9,9.333333,28,46.67
GP,F,16,2,GT3,1,3,1,services,other,course,mother,1,2,3,1,2,2,no,yes,yes,2,no,2,3,3,2,2,4,5,7,7,7,7,21,35
GP,F,16,2,GT3,2,4,3,teacher,other,other,mother,1,2,0,1,1,2,yes,yes,yes,2,yes,1,3,2,1,1,1,10,11,12,13,12,36,60
GP,F,16,2,GT3,2,1,1,at_home,other,home,mother,2,1,0,1,2,2,no,yes,yes,1,no,4,3,2,1,4,5,6,9,9,10,9.333333,28,46.67
GP,F,17,1,GT3,2,4,3,teacher,other,reputation,mother,2,3,0,1,2,2,yes,yes,yes,2,yes,4,4,2,1,1,4,6,7,7,7,7,21,35
GP,F,19,2,GT3,2,3,3,other,other,reputation,other,1,4,0,1,2,2,yes,yes,yes,2,no,4,3,3,1,2,3,10,8,8,8,8,24,40
GP,M,17,2,LE3,2,4,4,services,other,home,mother,1,2,0,1,2,2,no,yes,yes,2,yes,5,3,5,4,5,3,13,12,12,13,12.33333,37,61.67
GP,F,16,2,GT3,1,2,2,other,other,reputation,mother,1,2,0,2,2,2,no,yes,yes,2,no,3,3,4,1,1,4,0,12,13,14,13,39,65
GP,M,18,2,GT3,2,2,2,services,other,home,mother,1,2,1,1,2,2,yes,yes,yes,2,no,4,4,4,2,4,5,15,6,7,8,7,21,35
GP,F,17,1,LE3,2,4,4,services,other,other,mother,1,1,0,1,2,2,no,yes,yes,1,no,5,2,1,1,2,3,12,8,10,10,9.333333,28,46.67
GP,F,17,2,LE3,2,3,2,other,other,reputation,mother,2,2,0,1,1,2,no,yes,yes,2,no,4,4,4,1,3,1,2,14,15,15,14.66667,44,73.33
GP,F,17,2,GT3,2,4,3,other,other,reputation,mother,1,2,2,1,1,2,no,yes,yes,2,yes,3,4,5,2,4,1,22,6,6,4,5.333333,16,26.67
GP,M,18,2,LE3,2,3,3,services,health,home,father,1,2,1,1,2,2,no,yes,yes,2,no,3,2,4,2,4,4,13,6,6,8,6.666667,20,33.33
GP,F,17,2,GT3,2,2,3,at_home,other,home,father,2,1,0,1,2,2,no,yes,yes,1,no,3,3,3,1,4,3,3,7,7,8,7.333333,22,36.67
GP,F,17,2,GT3,2,2,2,at_home,at_home,course,mother,1,3,0,1,2,2,yes,yes,yes,2,no,4,3,3,1,1,4,4,9,10,10,9.666667,29,48.33
GP,F,17,1,GT3,2,2,1,at_home,services,reputation,mother,2,2,0,1,2,1,yes,yes,yes,2,no,4,2,5,1,2,5,2,6,6,6,6,18,30
GP,F,17,2,GT3,2,1,1,at_home,other,reputation,mother,1,3,1,1,2,1,yes,yes,yes,1,yes,4,3,4,1,1,5,0,6,5,0,3.666667,11,18.33
GP,F,16,2,GT3,2,2,3,services,teacher,other,mother,1,2,0,2,1,1,no,yes,yes,2,no,2,3,1,1,1,3,2,16,16,17,16.33333,49,81.67
GP,M,18,2,GT3,2,2,2,other,other,home,mother,2,2,0,1,2,2,no,yes,yes,2,no,3,3,3,5,5,4,0,12,13,13,12.66667,38,63.33
GP,F,16,2,GT3,2,4,4,teacher,services,home,mother,1,3,0,1,2,1,yes,no,yes,2,no,5,3,2,1,1,5,0,13,13,14,13.33333,40,66.67
GP,F,18,1,GT3,2,3,1,other,other,reputation,mother,1,2,1,1,1,1,yes,yes,yes,2,yes,5,3,3,1,1,4,16,9,8,7,8,24,40
GP,F,17,2,GT3,2,3,2,other,other,course,mother,1,2,0,1,1,1,yes,no,yes,2,no,5,3,4,1,3,3,10,16,15,15,15.33333,46,76.67
GP,M,17,2,LE3,2,2,3,services,services,reputation,father,1,2,0,1,2,2,no,no,yes,2,no,5,3,3,1,3,3,2,12,11,12,11.66667,35,58.33
GP,M,18,2,LE3,2,2,1,at_home,other,course,mother,4,2,0,2,2,2,yes,yes,yes,2,yes,4,3,2,4,5,3,14,10,8,9,9,27,45
GP,F,17,2,GT3,1,2,1,other,other,course,mother,2,3,0,1,1,1,yes,yes,yes,2,yes,3,2,3,1,2,3,10,12,10,12,11.33333,34,56.67
GP,F,17,2,LE3,2,4,3,health,other,reputation,father,1,2,0,1,1,1,yes,yes,yes,2,yes,3,2,3,1,2,3,14,13,13,14,13.33333,40,66.67
GP,M,17,1,GT3,2,2,2,other,other,course,father,2,2,0,1,2,2,yes,yes,yes,2,no,4,5,2,1,1,1,4,11,11,11,11,33,55
GP,M,17,2,GT3,2,4,4,teacher,teacher,reputation,mother,1,2,0,2,2,1,yes,yes,yes,2,yes,4,5,5,1,3,2,14,11,9,9,9.666667,29,48.33
GP,M,16,2,GT3,2,4,4,health,other,reputation,father,1,2,0,1,2,2,yes,yes,yes,2,no,4,2,4,2,4,1,2,14,13,13,13.33333,40,66.67
GP,M,16,2,LE3,2,1,1,other,other,home,mother,2,2,0,1,2,2,no,yes,yes,2,no,3,4,2,1,1,5,18,9,7,6,7.333333,22,36.67
GP,M,16,2,GT3,2,3,2,at_home,other,reputation,mother,2,3,0,1,1,1,yes,yes,yes,2,yes,5,3,3,1,3,2,10,11,9,10,10,30,50
GP,M,17,2,LE3,2,2,2,other,other,home,father,1,2,0,1,1,2,yes,no,yes,2,yes,4,4,2,5,5,4,4,14,13,13,13.33333,40,66.67
GP,F,16,2,GT3,2,2,1,other,other,home,mother,1,1,0,1,1,1,no,yes,yes,2,yes,4,5,2,1,1,5,20,13,12,12,12.33333,37,61.67
GP,F,17,1,GT3,2,2,1,at_home,services,course,mother,3,2,0,1,1,1,yes,yes,yes,1,no,2,1,1,1,1,3,2,13,11,11,11.66667,35,58.33
GP,M,18,2,GT3,2,2,2,other,services,reputation,father,1,2,1,1,1,1,no,yes,no,2,no,5,5,4,3,5,2,0,7,7,0,4.666667,14,23.33
GP,M,17,2,LE3,2,4,3,health,other,course,mother,2,2,0,1,1,1,yes,yes,yes,2,yes,2,5,5,1,4,5,14,12,12,12,12,36,60
GP,M,17,1,LE3,1,4,4,teacher,other,course,mother,2,2,0,1,2,2,no,yes,yes,2,no,3,3,3,2,3,4,2,10,11,12,11,33,55
GP,M,16,2,LE3,2,4,3,teacher,other,course,mother,1,1,0,1,1,1,yes,no,yes,2,no,5,4,5,1,1,3,0,6,0,0,2,6,10
GP,M,16,2,GT3,2,4,4,services,services,course,mother,1,1,0,1,1,1,yes,yes,yes,2,no,5,3,2,1,2,5,0,13,12,12,12.33333,37,61.67
GP,F,18,2,GT3,2,2,1,other,other,course,other,2,3,0,1,2,2,no,no,yes,2,yes,4,4,4,1,1,3,0,7,0,0,2.333333,7,11.67
GP,M,16,2,GT3,2,2,1,other,other,course,mother,3,1,0,1,1,1,no,yes,yes,2,no,4,3,3,1,1,4,6,18,18,18,18,54,90
GP,M,17,2,GT3,2,2,3,other,other,course,father,2,1,0,1,1,1,no,yes,yes,2,no,5,2,2,1,1,2,4,12,12,13,12.33333,37,61.67
GP,M,22,2,GT3,2,3,1,services,services,other,mother,1,1,3,1,1,1,no,no,no,2,yes,5,4,5,5,5,1,16,6,8,8,7.333333,22,36.67
GP,M,18,1,LE3,2,3,3,other,services,course,mother,1,2,1,1,2,1,no,yes,yes,2,yes,4,3,3,1,3,5,8,3,5,5,4.333333,13,21.67
GP,M,16,2,GT3,2,0,2,other,other,other,mother,1,1,0,1,1,2,no,no,yes,2,no,4,3,2,2,4,5,0,13,15,15,14.33333,43,71.67
GP,M,18,2,GT3,2,3,2,services,other,course,mother,2,1,1,1,1,1,no,yes,no,2,no,4,4,5,2,4,5,0,6,8,8,7.333333,22,36.67
GP,M,16,2,GT3,2,3,3,at_home,other,reputation,other,3,2,0,2,2,1,no,no,yes,2,no,5,3,3,1,3,2,6,7,10,10,9,27,45
GP,M,18,2,GT3,2,2,1,services,services,other,mother,1,1,1,1,1,1,no,no,no,2,no,3,2,5,2,5,5,4,6,9,8,7.666667,23,38.33
GP,M,16,1,GT3,2,2,1,other,other,course,mother,2,1,0,1,1,1,yes,no,yes,1,no,3,3,2,1,3,3,0,8,9,8,8.333333,25,41.67
GP,M,17,1,GT3,2,2,1,other,other,course,mother,1,1,0,1,1,1,no,no,yes,2,no,4,4,2,2,4,5,0,8,12,12,10.66667,32,53.33
GP,M,17,2,LE3,2,1,1,health,other,course,mother,2,1,1,1,2,1,yes,yes,yes,2,no,4,4,4,1,2,5,2,7,9,8,8,24,40
GP,F,17,2,LE3,2,4,2,teacher,services,reputation,mother,1,4,0,1,2,2,yes,yes,yes,2,no,4,2,3,1,1,4,6,14,12,13,13,39,65
GP,M,19,2,LE3,1,4,3,services,at_home,reputation,mother,1,2,0,1,2,1,no,yes,yes,2,no,4,3,1,1,1,1,12,11,11,11,11,33,55
GP,M,18,2,GT3,2,2,1,other,other,home,mother,1,2,0,1,1,1,yes,yes,yes,2,no,5,2,4,1,2,4,8,15,14,14,14.33333,43,71.67
GP,F,17,2,LE3,2,2,2,services,services,course,father,1,4,0,1,1,2,yes,yes,yes,2,yes,3,4,1,1,1,2,0,10,9,0,6.333333,19,31.67
GP,F,18,2,GT3,2,4,3,services,other,home,father,1,2,0,1,2,2,no,yes,yes,2,yes,3,1,2,1,3,2,21,17,18,18,17.66667,53,88.33
GP,M,18,2,GT3,2,4,3,teacher,other,course,mother,1,2,0,1,2,2,no,no,yes,2,no,4,3,2,1,1,3,2,8,8,8,8,24,40
GP,M,18,1,GT3,2,3,2,other,other,course,mother,1,3,0,1,1,1,yes,no,yes,1,no,5,3,2,1,1,3,1,13,12,12,12.33333,37,61.67
GP,F,17,2,GT3,2,3,3,other,other,home,mother,1,3,0,1,1,1,yes,no,yes,1,no,3,2,3,1,1,4,4,10,9,9,9.333333,28,46.67
GP,F,18,2,GT3,2,2,2,at_home,services,home,mother,1,3,0,1,2,2,yes,yes,yes,2,yes,4,3,3,1,1,3,0,9,10,0,6.333333,19,31.67
GP,M,18,1,LE3,1,3,4,other,other,reputation,mother,2,2,0,1,2,2,yes,yes,yes,2,no,4,2,5,3,4,1,13,17,17,17,17,51,85
GP,M,17,2,GT3,2,3,1,services,other,other,mother,1,2,0,1,1,2,yes,yes,yes,2,yes,5,4,4,3,4,5,2,9,9,10,9.333333,28,46.67
GP,F,18,1,GT3,2,4,4,teacher,other,reputation,mother,2,2,0,1,1,2,yes,yes,yes,2,no,4,3,4,2,2,4,8,12,10,11,11,33,55
GP,M,18,2,GT3,2,4,2,health,other,reputation,father,1,2,0,1,2,2,yes,yes,yes,2,yes,5,4,5,1,3,5,10,10,9,10,9.666667,29,48.33
GP,F,18,1,GT3,2,2,1,other,other,reputation,mother,2,2,0,1,2,1,no,yes,no,2,yes,4,3,5,1,2,3,0,6,0,0,2,6,10
GP,F,19,2,GT3,2,3,3,other,services,home,other,1,2,2,1,2,2,yes,yes,yes,2,no,4,3,5,3,3,5,15,9,9,9,9,27,45
GP,F,18,2,GT3,2,2,3,other,services,reputation,father,1,4,0,1,2,2,yes,yes,yes,2,yes,4,5,5,1,3,2,4,15,14,14,14.33333,43,71.67
GP,F,18,2,LE3,2,1,1,other,other,home,mother,2,2,0,1,2,2,no,no,yes,1,no,4,4,3,1,1,3,2,11,11,11,11,33,55
GP,M,17,1,GT3,2,1,2,at_home,at_home,home,mother,1,2,0,1,2,2,yes,no,yes,1,yes,3,5,2,2,2,1,2,15,14,14,14.33333,43,71.67
GP,F,17,2,GT3,2,2,4,at_home,health,reputation,mother,2,2,0,1,2,2,no,yes,yes,2,yes,4,3,3,1,1,1,2,10,10,10,10,30,50
GP,F,17,2,LE3,2,2,2,services,other,course,mother,2,2,0,2,2,2,no,yes,yes,2,yes,4,4,4,2,3,5,6,12,12,12,12,36,60
GP,F,18,1,GT3,1,3,2,other,services,home,mother,2,2,0,1,1,1,no,no,no,2,yes,4,1,1,1,1,5,75,10,9,9,9.333333,28,46.67
GP,M,18,2,GT3,2,4,4,teacher,services,home,mother,2,1,0,1,1,2,yes,yes,yes,2,no,3,2,4,1,4,3,22,9,9,9,9,27,45
GP,F,18,2,GT3,2,4,4,health,health,reputation,father,1,2,1,2,2,1,yes,yes,yes,2,yes,2,4,4,1,1,4,15,9,8,8,8.333333,25,41.67
GP,M,18,2,LE3,2,4,3,teacher,services,course,mother,2,1,0,1,1,2,yes,yes,yes,2,no,4,2,3,1,2,1,8,10,11,10,10.33333,31,51.67
GP,M,17,2,LE3,1,4,1,services,other,home,mother,2,1,0,1,1,2,yes,yes,yes,2,yes,4,5,4,2,4,5,30,8,8,8,8,24,40
GP,M,17,2,LE3,1,3,2,teacher,services,home,mother,1,1,1,1,1,1,no,yes,yes,2,no,4,4,4,3,4,3,19,11,9,10,10,30,50
GP,F,18,1,LE3,2,1,1,at_home,other,reputation,mother,2,4,0,1,2,2,yes,yes,yes,1,no,5,2,2,1,1,3,1,12,12,12,12,36,60
GP,F,18,2,GT3,2,1,1,other,other,home,mother,2,2,0,2,1,1,yes,yes,yes,2,no,5,4,4,1,1,4,4,8,9,10,9,27,45
GP,F,17,2,GT3,2,2,2,other,other,course,mother,1,2,0,1,2,1,no,no,yes,2,no,5,4,5,1,2,5,4,10,9,11,10,30,50
GP,M,17,2,GT3,2,1,1,other,other,reputation,father,1,2,0,1,1,2,no,no,yes,2,no,4,3,3,1,2,4,2,12,10,11,11,33,55
GP,F,18,2,GT3,2,2,2,at_home,at_home,other,mother,1,3,0,1,2,2,no,yes,yes,2,no,4,3,3,1,2,2,5,18,18,19,18.33333,55,91.67
GP,F,17,2,GT3,2,1,1,services,teacher,reputation,mother,1,3,0,1,2,2,no,yes,yes,2,no,4,3,3,1,1,3,6,13,12,12,12.33333,37,61.67
GP,M,18,2,GT3,2,2,1,services,services,reputation,mother,1,3,0,1,1,2,yes,yes,yes,2,no,4,2,4,1,3,2,6,15,14,14,14.33333,43,71.67
GP,M,18,2,LE3,1,4,4,teacher,teacher,reputation,mother,1,2,0,1,2,2,yes,yes,yes,2,no,5,4,3,1,1,2,9,15,13,15,14.33333,43,71.67
GP,M,18,2,GT3,2,4,2,teacher,other,home,mother,1,2,0,1,2,2,yes,yes,yes,2,yes,4,3,2,1,4,5,11,12,11,11,11.33333,34,56.67
GP,F,17,2,GT3,2,4,3,health,services,reputation,mother,1,3,0,1,2,2,no,yes,yes,2,no,4,2,2,1,2,3,0,15,15,15,15,45,75
GP,F,18,2,LE3,2,2,1,services,at_home,reputation,mother,1,2,1,1,1,1,no,yes,yes,2,yes,5,4,3,1,1,5,12,12,12,13,12.33333,37,61.67
GP,F,17,1,LE3,2,3,1,services,other,reputation,mother,2,4,0,1,2,2,no,yes,yes,1,no,3,1,2,1,1,3,6,18,18,18,18,54,90
GP,M,18,1,LE3,2,3,2,services,other,reputation,mother,2,3,0,1,2,2,yes,yes,yes,2,no,5,4,2,1,1,4,8,14,13,14,13.66667,41,68.33
GP,M,17,2,GT3,2,3,3,health,other,home,mother,1,1,0,1,2,2,no,yes,yes,2,no,4,4,3,1,3,5,4,14,12,11,12.33333,37,61.67
GP,F,19,2,GT3,2,4,4,health,other,reputation,other,2,2,0,1,2,2,yes,yes,yes,2,no,2,3,4,2,3,2,0,10,9,0,6.333333,19,31.67
GP,F,18,2,LE3,2,4,3,other,other,home,other,2,2,0,1,2,2,no,yes,yes,2,yes,4,4,5,1,2,2,10,10,8,8,8.666667,26,43.33
GP,F,18,2,GT3,2,4,3,other,other,reputation,father,1,4,0,1,2,2,no,yes,yes,2,no,4,3,3,1,1,3,0,14,13,14,13.66667,41,68.33
GP,M,18,2,LE3,2,4,4,teacher,teacher,home,mother,1,1,0,1,2,2,no,yes,yes,2,yes,1,4,2,2,2,1,5,16,15,16,15.66667,47,78.33
GP,F,18,2,LE3,1,4,4,health,other,home,mother,1,2,0,1,2,1,no,yes,yes,2,yes,4,2,4,1,1,4,14,12,10,11,11,33,55
GP,M,17,2,LE3,2,4,4,other,teacher,home,father,2,1,0,1,1,2,no,yes,yes,2,no,4,1,1,2,2,5,0,11,11,10,10.66667,32,53.33
GP,F,17,2,GT3,2,4,2,other,other,reputation,mother,2,3,0,1,2,2,no,yes,yes,2,no,4,3,3,1,1,3,0,15,12,14,13.66667,41,68.33
GP,F,17,2,GT3,2,3,2,health,health,reputation,father,1,4,0,1,2,2,yes,no,yes,2,no,5,2,2,1,2,5,0,17,17,18,17.33333,52,86.67
GP,M,19,2,GT3,2,3,3,other,other,home,other,1,2,1,1,2,1,yes,yes,yes,2,yes,4,4,4,1,1,3,20,15,14,13,14,42,70
GP,F,18,2,GT3,2,2,4,services,at_home,reputation,other,1,2,1,1,2,2,yes,yes,yes,2,no,4,4,3,1,1,3,8,14,12,12,12.66667,38,63.33
GP,M,20,2,GT3,1,3,2,services,other,course,other,1,1,0,1,1,1,yes,yes,yes,1,no,5,5,3,1,1,5,0,17,18,18,17.66667,53,88.33
GP,M,19,2,GT3,2,4,4,teacher,services,reputation,other,2,1,1,1,2,2,no,yes,yes,2,yes,4,3,4,1,1,4,38,8,9,8,8.333333,25,41.67
GP,M,19,1,GT3,2,3,3,other,services,reputation,father,1,2,1,1,1,1,yes,yes,yes,1,yes,4,5,3,1,2,5,0,15,12,12,13,39,65
GP,F,19,2,LE3,2,1,1,at_home,other,reputation,other,1,2,1,2,2,1,yes,no,yes,2,no,4,4,3,1,3,3,18,12,10,10,10.66667,32,53.33
GP,F,19,2,LE3,2,1,2,services,services,home,other,1,2,1,1,1,1,yes,no,yes,1,yes,4,2,4,2,2,3,0,9,9,0,6,18,30
GP,F,19,2,GT3,2,2,1,at_home,other,other,other,3,2,0,1,2,1,no,yes,no,2,yes,3,4,1,1,1,2,20,14,12,13,13,39,65
GP,M,19,2,GT3,2,1,2,other,services,course,other,1,2,1,1,1,1,no,no,yes,2,no,4,5,2,2,2,4,3,13,11,11,11.66667,35,58.33
GP,F,19,2,LE3,2,3,2,services,other,reputation,other,2,2,1,1,2,2,no,no,yes,2,yes,4,2,2,1,2,1,22,13,10,11,11.33333,34,56.67
GP,F,19,2,GT3,2,1,1,at_home,health,home,other,1,3,2,1,1,1,no,no,yes,2,yes,4,1,2,1,1,3,14,15,13,13,13.66667,41,68.33
GP,F,19,1,GT3,2,2,3,other,other,reputation,other,1,3,1,1,1,1,no,yes,yes,2,yes,4,1,2,1,1,3,40,13,11,11,11.66667,35,58.33
GP,F,18,2,GT3,2,2,1,services,other,course,mother,2,2,0,1,2,2,yes,yes,yes,2,no,5,3,3,1,2,1,0,8,8,0,5.333333,16,26.67
GP,F,18,2,GT3,2,4,3,other,other,course,mother,1,3,0,1,2,2,yes,yes,yes,2,yes,4,3,4,1,1,5,9,9,10,9,9.333333,28,46.67
GP,F,17,1,GT3,2,3,4,at_home,services,course,father,1,3,0,1,2,2,yes,no,yes,2,no,4,3,4,2,5,5,0,11,11,10,10.66667,32,53.33
GP,F,18,2,GT3,2,4,4,teacher,other,course,mother,1,2,0,1,2,2,no,yes,yes,2,no,4,4,4,3,3,5,2,11,11,11,11,33,55
GP,F,17,2,GT3,1,4,3,services,services,course,mother,1,2,0,1,2,2,no,yes,yes,2,yes,5,2,2,1,2,5,23,13,13,13,13,39,65
GP,F,17,2,GT3,2,2,2,other,other,course,mother,1,2,0,1,2,1,no,yes,yes,1,yes,4,2,2,1,1,3,12,11,9,9,9.666667,29,48.33
GP,F,17,1,LE3,2,2,2,services,services,course,mother,1,3,0,1,2,2,yes,yes,yes,2,no,3,3,2,2,2,3,3,11,11,11,11,33,55
GP,F,17,2,GT3,2,3,1,services,services,course,father,1,3,0,1,2,1,no,no,yes,2,no,3,4,3,2,3,5,1,12,14,15,13.66667,41,68.33
GP,F,17,2,LE3,2,0,2,at_home,at_home,home,father,2,3,0,1,1,1,no,yes,yes,2,no,3,3,3,2,3,2,0,16,15,15,15.33333,46,76.67
GP,M,18,2,GT3,2,4,4,other,other,course,mother,1,3,0,1,1,1,yes,yes,yes,2,no,4,3,3,2,2,3,3,9,12,11,10.66667,32,53.33
GP,M,17,2,GT3,2,3,3,other,services,reputation,mother,1,1,0,1,1,1,yes,no,yes,2,no,4,3,5,3,5,5,3,14,15,16,15,45,75
GP,M,17,1,GT3,2,2,2,services,other,course,mother,4,1,0,1,2,1,no,yes,yes,2,no,4,4,5,5,5,4,8,11,10,10,10.33333,31,51.67
GP,F,17,2,GT3,2,4,4,teacher,services,course,mother,1,3,0,1,2,2,yes,yes,yes,2,no,5,4,4,1,3,4,7,10,9,9,9.333333,28,46.67
GP,F,17,2,GT3,2,4,4,teacher,teacher,course,mother,2,3,0,1,2,2,no,no,yes,2,yes,4,3,3,1,2,4,4,14,14,14,14,42,70
GP,M,18,2,LE3,2,2,2,other,other,course,mother,1,4,0,1,2,1,yes,yes,yes,2,no,4,5,5,2,4,5,2,9,8,8,8.333333,25,41.67
GP,F,17,1,GT3,2,2,4,at_home,other,course,father,1,3,0,1,2,1,no,yes,yes,2,yes,4,4,3,1,1,5,7,12,14,14,13.33333,40,66.67
